Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)	
k__(null)	p__(null)	c__(null)	o__(null)	f__(null)	g__(null)	s__(null)	0.214616028972	0.214616028972	0.410947735128		4.20783651278	1.0764867056	5.44104823086	3.32616716696	2.2844202316	0.414785641399	1.76285231634	0.367417396059	534676.0	19438122.0	2.75065667352	885350.0	19438110.0	4.55471236658	1033746.0	19438110.0	5.31814049823	235895.0	19438101.0	1.21357019392	1121256.0	19438115.0	5.7683371047	1815760.0	19438110.0	9.34123739396	369574.0	19438098.0	1.90128684401	556059.0	19438102.0	2.86066509992	406511.0	19438115.0	2.09130875087	442647.0	19438095.0	2.27721389365	305071.0	19438108.0	1.56944801418	280277.0	19438100.0	1.44189504118	
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus reuteri	1.82304038866e-05	1.82304038866e-05	0.947549203553		0.147332535389	0.0100339919532	0.0	0.0	0.0	0.0	0.0192028419795	0.0271569195635	30965.0	19438122.0	0.159300368626	28759.0	19438110.0	0.147951626984	26192.0	19438110.0	0.134745610556	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	11198.0	19438095.0	0.0576085259384	0.0	19438108.0	0.0	0.0	19438100.0	0.0	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	s__Odoribacter splanchnicus	0.00014176213534	0.00014176213534	0.912082105909		0.0270619588701	0.0382713892585	0.328044617018	0.0436931890695	0.0653407213624	0.0465780040049	0.235501395566	0.0170084695358	0.0	19438122.0	0.0	0.0	19438110.0	0.0	15781.0	19438110.0	0.0811858766104	75675.0	19438101.0	0.389312721443	56460.0	19438115.0	0.290460263251	59162.0	19438110.0	0.30436086636	0.0	19438098.0	0.0	20456.0	19438102.0	0.105236612093	17647.0	19438115.0	0.0907855519941	43029.0	19438095.0	0.221364284926	50427.0	19438108.0	0.259423396557	43875.0	19438100.0	0.225716505214	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	s__(Odoribacter)	0.000164222483547	0.000164222483547	0.908756653123		0.194430735016	0.0436346898339	1.3134680468	0.248180567488	0.315991032757	0.0812333072178	0.956134181247	0.121394137051	31686.0	19438122.0	0.16300957469	31907.0	19438110.0	0.164146617135	49788.0	19438110.0	0.256136013224	323221.0	19438101.0	1.66282189809	227041.0	19438115.0	1.16801963565	215678.0	19438110.0	1.10956260665	51484.0	19438098.0	0.264861304846	83710.0	19438102.0	0.430649041763	49074.0	19438115.0	0.252462751661	174442.0	19438095.0	0.897423332893	218718.0	19438108.0	1.125202103	164403.0	19438100.0	0.845777107845	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__(Odoribacteraceae)	s__(Odoribacteraceae)	0.000478966632558	0.000478966632558	0.880389956806		0.213376338856	0.082195878683	1.77975315886	0.382039511893	0.364672057802	0.154601499725	1.2250613218	0.214174765378	28538.0	19438122.0	0.146814594537	31903.0	19438110.0	0.164126039003	63988.0	19438110.0	0.329188383027	450284.0	19438101.0	2.31650200809	304173.0	19438115.0	1.56482765947	283394.0	19438110.0	1.45792980902	52797.0	19438098.0	0.271616080956	113235.0	19438102.0	0.582541443604	46624.0	19438115.0	0.239858648845	218505.0	19438095.0	1.12410706913	296013.0	19438108.0	1.5228488287	199868.0	19438100.0	1.02822806756	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__(Pseudoflavonifractor)	g__Pseudoflavonifractor	s__(Pseudoflavonifractor)	0.000497657913338	0.000497657913338	0.87922411897		0.0810778214993	0.0119090652127	0.0103525154109	0.0146406676987	0.0182030803899	0.0257430431644	0.152777265225	0.0280333227335	18813.0	19438122.0	0.0967840411743	13210.0	19438110.0	0.0679592820495	15257.0	19438110.0	0.078490141274	0.0	19438101.0	0.0	0.0	19438115.0	0.0	6037.0	19438110.0	0.0310575462326	0.0	19438098.0	0.0	10615.0	19438102.0	0.0546092411697	0.0	19438115.0	0.0	29921.0	19438095.0	0.153929693213	36256.0	19438108.0	0.186520210712	22914.0	19438100.0	0.117881891749	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Oscillospiraceae	g__(Oscillospiraceae)	s__(Oscillospiraceae)	0.000525257006396	0.000525257006396	0.877560747473		0.0175668611323	0.00492425275587	0.00612371014859	0.00173305737328	0.00776310269684	0.00338963892644	0.0295536417101	0.00316139003638	4258.0	19438122.0	0.0219054083517	2076.0	19438110.0	0.0106800506839	3910.0	19438110.0	0.0201151243614	1615.0	19438101.0	0.00830842477874	791.0	19438115.0	0.0040693246233	1165.0	19438110.0	0.00599338104373	982.0	19438098.0	0.00505193460801	2438.0	19438102.0	0.0125423768226	1107.0	19438115.0	0.00569499665991	6479.0	19438095.0	0.0333314555773	5780.0	19438108.0	0.0297354042893	4975.0	19438100.0	0.0255940652636	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Oscillospiraceae	g__Oscillibacter	s__(Oscillibacter)	0.000888708077356	0.000888708077356	0.86008387056		0.185554685747	0.0514048076946	0.0677946674352	0.0195402284386	0.0861778148713	0.0404897516254	0.311920046681	0.0382276520366	45717.0	19438122.0	0.235192473841	22303.0	19438110.0	0.114738521389	40185.0	19438110.0	0.206733062011	17991.0	19438101.0	0.0925553375816	8706.0	19438115.0	0.0447882935151	12837.0	19438110.0	0.0660403712089	11013.0	19438098.0	0.0566567778391	27880.0	19438102.0	0.143429641433	11361.0	19438115.0	0.0584470253417	68475.0	19438095.0	0.35227217482	62766.0	19438108.0	0.322901796821	50653.0	19438100.0	0.260586168401	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__(Muribaculum)	0.00153170910223	0.00153170910223	0.839305470269		0.0057481570974	0.000546101661602	0.0360185958475	0.00810860849807	0.0185786290481	0.00408769530676	0.026254280038	0.00332429939801	1136.0	19438122.0	0.0058441859764	1237.0	19438110.0	0.00636378742584	979.0	19438110.0	0.00503649788997	9151.0	19438101.0	0.0470776440559	5416.0	19438115.0	0.02786278402	6437.0	19438110.0	0.0331153594665	3056.0	19438098.0	0.0157217028127	4735.0	19438102.0	0.0243593741817	3043.0	19438115.0	0.0156548101501	5307.0	19438095.0	0.0273020581492	4230.0	19438108.0	0.0217613771875	5773.0	19438100.0	0.0296994047772	
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__(Mycoplasma)	0.00178328220505	0.00178328220505	0.832956141364		0.0	0.0	0.0464602792826	0.013720784106	0.0	0.0	0.00742013536988	0.0104936560747	0.0	19438122.0	0.0	0.0	19438110.0	0.0	0.0	19438110.0	0.0	8260.0	19438101.0	0.042493862955	12614.0	19438115.0	0.0648931236388	6219.0	19438110.0	0.0319938512541	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	0.0	19438095.0	0.0	0.0	19438108.0	0.0	4327.0	19438100.0	0.0222604061097	
