# Pathway	Control_327_Abundance
UNMAPPED	14954952.7786236238
UNINTEGRATED	8754980.4652873930
UNINTEGRATED|unclassified	4636087.3998467922
UNINTEGRATED|g__Helicobacter.s__Helicobacter_typhlonius	632432.4452613014
UNINTEGRATED|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	428201.7095084778
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	310051.1729633902
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	186080.5147117709
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	176883.4997339072
UNINTEGRATED|g__Muribaculum.s__Muribaculum_intestinale	127716.3750201269
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_MGM2	109573.3796645720
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_MGM1	103694.2793486521
UNINTEGRATED|g__Dorea.s__Dorea_sp_5_2	101655.5569113330
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_ASF502	84480.5063150302
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	72845.1557330049
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sartorii	70857.9489089764
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	65343.6768876667
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	57711.7525777011
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	53470.8134461317
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	38987.5448482007
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	38222.6285864823
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caecimuris	35257.7581648589
UNINTEGRATED|g__Oscillibacter.s__Oscillibacter_sp_1_3	32623.6334316408
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	30300.4373484522
UNINTEGRATED|g__Mucispirillum.s__Mucispirillum_schaedleri	29853.4043242785
UNINTEGRATED|g__Acutalibacter.s__Acutalibacter_muris	29457.7814080832
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_intestinalis	27276.3153748868
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus	25207.3548478924
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecichinchillae	10237.4193873626
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	8507.1673213472
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	5838.4772645280
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Helicobacter.s__Helicobacter_typhlonius	884.6909836595
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Mucispirillum.s__Mucispirillum_schaedleri	56.8890932338
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	37.7249847244
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_distasonis	24.3689373320
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_caecimuris	21.5183026158
PWY-7111: pyruvate fermentation to isobutanol (engineered)	8507.1673213472
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	5838.4772645280
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Helicobacter.s__Helicobacter_typhlonius	885.1148904598
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	510.9783446799
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	106.0749551752
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Muribaculum.s__Muribaculum_intestinale	89.8098832911
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Prevotella.s__Prevotella_sp_MGM1	82.9394333359
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	64.0514133095
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Mucispirillum.s__Mucispirillum_schaedleri	56.8890932338
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	48.5690637703
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	38.8764766808
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_sp_5_2	35.5586110078
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Acutalibacter.s__Acutalibacter_muris	30.8552728321
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Prevotella.s__Prevotella_sp_MGM2	27.6180900063
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_distasonis	24.3689373320
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_sp_ASF502	21.1601619916
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_caecimuris	18.9736217426
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	15.1462382727
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_sartorii	13.8408020168
VALSYN-PWY: L-valine biosynthesis	8507.1673213472
VALSYN-PWY: L-valine biosynthesis|unclassified	5838.4772645280
VALSYN-PWY: L-valine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	884.6909836595
VALSYN-PWY: L-valine biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	510.9783446799
VALSYN-PWY: L-valine biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	106.0749551752
VALSYN-PWY: L-valine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	89.8098832911
VALSYN-PWY: L-valine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	82.9394333359
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	64.0514133095
VALSYN-PWY: L-valine biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	56.8890932338
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	48.5690637703
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	37.7249847244
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_sp_5_2	35.5586110078
VALSYN-PWY: L-valine biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	31.1385248180
VALSYN-PWY: L-valine biosynthesis|g__Acutalibacter.s__Acutalibacter_muris	30.8552728321
VALSYN-PWY: L-valine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	27.6180900063
VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	24.3689373320
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	21.5183026158
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	15.1462382727
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	14.1032841749
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	13.8408020168
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_faecichinchillae	1.5676882128
PWY-6609: adenine and adenosine salvage III	7743.9532069319
PWY-6609: adenine and adenosine salvage III|unclassified	5347.9738370934
PWY-6609: adenine and adenosine salvage III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	490.6218278872
PWY-6609: adenine and adenosine salvage III|g__Muribaculum.s__Muribaculum_intestinale	76.7370038761
PWY-6609: adenine and adenosine salvage III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	60.6037438363
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_murinus	28.9764860855
PWY-6609: adenine and adenosine salvage III|g__Oscillibacter.s__Oscillibacter_sp_1_3	28.1013139206
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	27.1826290509
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	26.2305028466
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_sartorii	21.4189006282
PWY-6609: adenine and adenosine salvage III|g__Mucispirillum.s__Mucispirillum_schaedleri	20.6455040361
PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_distasonis	20.3623119266
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_caecimuris	13.5121153613
PWY-6609: adenine and adenosine salvage III|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	11.3947675653
PWY-6609: adenine and adenosine salvage III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	5.3525688426
PWY-5686: UMP biosynthesis	7709.2063160939
PWY-5686: UMP biosynthesis|unclassified	5502.7536836961
PWY-5686: UMP biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	682.3747493218
PWY-5686: UMP biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	509.9154031400
PWY-5686: UMP biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	97.3493001192
PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii	83.1543252342
PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_intestinalis	74.6333601573
PWY-5686: UMP biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	64.9714470493
PWY-5686: UMP biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	49.7165588500
PWY-5686: UMP biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	40.2765603409
PWY-5686: UMP biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	38.3085939568
PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	35.3274567932
PWY-5686: UMP biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	30.4214060520
PWY-5686: UMP biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	22.8135146494
PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	20.6443434682
PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	19.8504525590
PWY-5686: UMP biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	19.3587674102
TRNA-CHARGING-PWY: tRNA charging	7599.8856987812
TRNA-CHARGING-PWY: tRNA charging|unclassified	5415.4065935851
TRNA-CHARGING-PWY: tRNA charging|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	482.9782915853
TRNA-CHARGING-PWY: tRNA charging|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	93.2013953788
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_johnsonii	80.2902291293
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_intestinalis	74.3024296285
TRNA-CHARGING-PWY: tRNA charging|g__Oscillibacter.s__Oscillibacter_sp_1_3	60.2430666079
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_reuteri	42.3410556866
TRNA-CHARGING-PWY: tRNA charging|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	24.6196931823
TRNA-CHARGING-PWY: tRNA charging|g__Bacteroides.s__Bacteroides_caecimuris	21.6327612870
TRNA-CHARGING-PWY: tRNA charging|g__Parabacteroides.s__Parabacteroides_distasonis	19.5649107633
TRNA-CHARGING-PWY: tRNA charging|g__Bacteroides.s__Bacteroides_sartorii	18.2791997093
PWY-7219: adenosine ribonucleotides de novo biosynthesis	7254.0160086052
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	5001.1171707633
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	625.9981278463
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	389.8677376614
