# Pathway	Control_327_Abundance	Control_328_Abundance	Control_330_Abundance	DSS_334_Abundance	DSS_339_Abundance	DSS_treatedp_Abundance	test_Satya_Abundance	D_DSS_Abundance	D_RCE_Abundance	D_RCE_plus_DSS_Abundance	RCE_318_Abundance	RCE_319_Abundance	RCE_322_Abundance	RCE_plus_DSS_301_Abundance	RCE_plus_DSS_305_Abundance	RCE_plus_DSS_313_Abundance	Start_Abundance
UNMAPPED	14954952.7786236238	14485268.6078807339	19192843.5154356100	7586897.3004979892	13221706.8025517650	11649594.1631458402	12415456.7009474840	11134611.6690910514	9344128.7470727395	15027331.3225617185	11198569.4567007348	11656817.9802144691	7539069.5951154698	12652815.8682448510	10749824.9233566802	10806861.6922043152	12380428.1964164209
UNINTEGRATED	8754980.4652873930	7470653.7182388632	5851274.4392765695	4124845.1800558600	5993115.6435427433	3809013.1918675448	5483797.7241255762	5969168.6977207679	7330068.2670467328	7596683.3190428754	5645805.8616474476	5554446.9788357271	4522293.0122570656	6131606.6585056223	6268929.0103253936	5095313.5942049976	7295249.2066748589
UNINTEGRATED|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	8418.3959335192	0	0	0	55258.7852775171	72676.7061996341	112648.1835638614	0	68833.0743343280	94959.7370606134	43791.3352860912	40264.5020760556
UNINTEGRATED|g__Acutalibacter.s__Acutalibacter_muris	29457.7814080832	0	14815.1157091465	0	0	0	0	0	0	0	0	26886.6049585952	0	30427.7786024570	53724.1324065898	0	13558.9405943225
UNINTEGRATED|g__Alistipes.s__Alistipes_indistinctus	0	0	0	6458.0513882857	0	0	0	2367.6642049933	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_timonensis	0	0	0	7305.5968109322	59547.3406873180	15208.0496291377	0	28298.2092093553	8996.0708349575	47153.6547483306	13848.1527082270	16120.1913032428	6163.0413299343	7651.1399606147	15061.4025994963	43339.9787992702	9304.9241079519
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	53470.8134461317	18031.6579368335	37231.1164922070	0	0	0	21009.5712445139	0	0	0	0	0	0	0	0	0	29255.7870898648
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caecimuris	35257.7581648589	65494.9719663689	47960.0011339589	169324.6127511491	759703.6742532207	114501.3805023346	92529.5741858526	566488.0016364686	158070.1195889999	805221.0741238469	91762.3873470139	80542.6933246512	35427.4328093728	117465.3240296943	191191.0510857902	117598.2609075901	77046.3130986449
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecichinchillae	10237.4193873626	0	0	0	0	0	20733.9315016028	0	21132.1990693086	0	26508.0194016925	31670.7655634768	6836.9836121420	0	0	0	24145.5912043535
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sartorii	70857.9489089764	86261.4924310877	31862.2955175544	263935.0717494417	233741.9881505288	154553.7126353505	107252.9182794915	414203.8063343539	357271.4826802004	326350.9694540109	151713.3186749535	0	116057.4356558340	168759.6975121063	98434.7442788419	191596.8536217306	174972.5784786097
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0	80446.8269753420	0	167367.0415340660	99485.9771169016	82429.8071968641	142537.9017023762	143211.4946012055	274395.9493866136	143762.3726313610	78747.2785353387	0	95021.9664615992	82669.1918550756	52261.4692937976	93568.1040877725	115587.6066236061
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0	4069.7334186425	0	1713.3284034615	6701.1071941373	1251.3431450259	35055.1074289128	2625.2173273366	77704.5310438512	17535.8987864949	2963.6746497598	0	6227.5943078237	10062.0212806951	4854.7347127840	1590.6336920552	19517.3916289227
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	24098.7361962980	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0	0	0	0	0	0	0	0	0	2843.9201772051	0	0	0	0	0	0	0
