"Control_327"	"Control_328"	"Control_330"	"DSS_334"	"DSS_339"	"DSS_treatedp"	"D_Control"	"D_DSS"	"D_RCE"	"D_RCE_plus_DSS"	"RCE_318"	"RCE_319"	"RCE_322"	"RCE_plus_DSS_301"	"RCE_plus_DSS_305"	"RCE_plus_DSS_313"	"Start"
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella sp. C9"	6.74264538834935	6.70607972981581	6.22157322560201	4.11867750164751	5.09379541734448	4.17385978828749	6.23538138226276	4.11427726090605	6.60879258690389	3.19391246732176	6.71979488415189	5.50458998912639	7.37124986815727	4.01881302592417	2.70957477866779	4.49829121452365	6.19320206873675
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella sp. B8"	5.41915065909139	5.66007738264643	4.92979223525148	3.2700571353873	3.52650010975532	2.18770130834916	5.06285375255353	2.89795903084758	5.63509658436704	2.02192834195694	5.24470718377694	4.41262266034967	5.4604757211393	3.49551054649816	3.67588632448654	3.72105838591254	5.18264214551933
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella dubosii"	9.8590350599935	10.8607929867924	9.23188503271566	10.3038067463492	10.6363577037252	9.57159014324217	10.2115602939309	10.3931343594771	11.5964080451668	9.70031310615194	11.1422017449273	10.1125775226765	11.6371636012676	9.53452199851919	9.31264581044251	10.2115004440025	11.0681499505158
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum gordoncarteri"	10.967029854733	13.3347842209231	10.5306362774172	10.2525491832396	10.109305422033	9.09815904589959	12.924794824197	9.92311831916052	14.1567045699775	9.10189033406102	12.1041720006753	12.730400741676	11.8614351447631	9.01515756892214	8.80313080920275	10.1884501464637	12.5360826637664
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum intestinale"	10.503285506515	11.9737168474177	10.0858669148786	11.3112347219583	11.3876844125362	9.62561872423334	11.5599014701838	10.7456903703113	12.6918434646004	9.79608527883249	12.7561025047136	10.6417399245597	12.8819665306308	10.5328082449208	9.93474381705763	10.1735657222689	12.033202227281
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	7.43267414833225	8.35812086150258	6.83939469113447	8.18106130711609	8.67439481369925	7.54883716166866	7.6864446978744	8.33970282670968	8.98365335497658	7.20353615801613	8.46177857186198	7.5304049760916	9.46070874661419	7.63543370064386	7.21786422324548	7.93492288626625	8.4303923989834
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecimuris"	8.18987169024694	9.94278201057956	9.25412395958536	11.610812772251	14.1006142146283	11.9364639862071	10.684187746183	12.9685196256367	11.028258690082	13.2821856541316	10.1000214788055	9.7747186691627	9.32562774581122	10.4878222684907	11.3635962491815	11.037057815346	10.125994362611
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CBA7301"	6.67458741128574	8.98615757065423	8.52428146808304	10.4067907506266	10.9914212312129	11.6927426088194	9.84791514469729	9.44706685201771	8.84138082476821	11.3139118352911	6.9604125179006	8.44591602982671	8.27529470839629	9.6510815498676	8.94249787743182	10.7045335231074	9.29084128230137
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-5287"	5.74002736443997	7.32833114798956	6.68644400177632	7.96798435931565	8.58633824209993	8.40270260619977	7.45132304535945	7.42417295439135	7.52091314260759	8.1171693504938	6.29064621232945	6.53947622737108	6.66288743559101	7.06822516885473	6.1473531041025	7.80116544526843	7.07317435775361
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-5141"	3.92137887796041	5.54280508227646	4.82761391369277	6.88614390937792	8.87441218736916	7.47772628204105	6.24685983412946	7.75467636486201	6.48200438401194	8.25673397928983	5.27009570708467	5.16048185640103	5.19096259709851	5.91030595361883	6.28158344047043	6.63536482279464	5.80499212481321
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. M10"	3.12219054029116	4.68609721409391	4.05081845401508	6.02093119911929	7.05148881297442	6.82492421182548	5.46269151798697	5.95874894240073	5.5107007939783	6.87651855480836	4.11202350862587	4.31967857118604	4.65925345014712	5.27914765417758	5.05220344525591	6.01477544534427	4.943262728997
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-162"	2.99507817351852	4.85314448634608	3.02045510370095	4.84486687373651	5.72517913765418	5.0505826214219	6.80450674386652	4.92318002701362	7.72066568298335	5.65533318872237	4.55676574392436	4.0434323565279	5.30888930811178	5.1022680485345	4.26375197138948	4.74794207899044	5.7574288332258
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CACC 737"	2.90012216614568	4.81584408721861	3.32593097189007	4.75170654121481	5.69391094715983	4.6986723717294	6.81887996690224	4.92568635058362	7.70655689263696	5.70358127427733	4.51859064945813	3.63163884464223	5.2538478526103	5.11874290373261	4.37339044892798	4.27410730844379	5.83432418267281
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. ZJ-18"	1.71001199710788	2.70768774922636	2.28524346646051	3.43945927760217	3.75077754819223	3.00610823377187	3.13794347116523	3.1037896291754	3.30324375999691	3.03172602526027	1.80226913592079	1.63668001236045	2.1330849920981	2.28531725834241	1.45005843640517	2.76362117899623	2.48759804328262
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. A1C1"	1.46305448347931	3.55293059400254	1.54746082135289	4.01002402768575	4.94909608711206	3.71104304580306	6.33119605241067	4.08467842566989	7.25377532674064	5.18864736953095	3.46829677878722	1.58169978605462	4.2053367665618	4.43949095670391	3.61934318608969	3.26529257045605	5.12102454631124
