Treatment_Gropu	Control	Control	Control	DSS	DSS	DSS	Control	DSS	RCE	RCE+DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS	Start
Taxonomy	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus halophilus	0.00785759	0.002159069	0.005743952	0.006726236	0.00120776	0.002738097	0.003164308	0.003762946	0.001761786	0.003004742	0.00358957	0.004769599	0.001757475	0.004789917	0.00603096	0.005445969	0.003540254
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus osmophilus	0.002034748	0.000860499	0.001597942	0.001191104	0.000792593	0.001267219	0.00092788	0.002330461	0.000515239	0.001219316	0.001204719	0.001421244	0.000878738	0.001323182	0.003510559	0.002384451	0.001738328
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus koreensis	0.001969809	0.001361152	0.002310537	0.004203897	0.000792593	0.002624953	0.001475091	0.002651167	0.000548481	0.001654786	0.000762169	0.001589866	0.000847354	0.001190863	0.003600573	0.00176626	0.000996359
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Melissococcus|s__Melissococcus plutonius	0.006082597	0.002753596	0.007277112	0.005850424	0.000735979	0.00434475	0.004044604	0.004789204	0.002060957	0.002453147	0.00516308	0.002794311	0.002039927	0.003360881	0.005220831	0.004239024	0.0048334
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus suis	0.031755054	0.016271247	0.025567064	0.025328482	0.013832626	0.014052549	0.017225254	0.016783596	0.008144105	0.012062516	0.011383361	0.017705331	0.010764536	0.025934358	0.033935399	0.028495664	0.015899343
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus intermedius	0.014935915	0.003316831	0.006089453	0.001366267	0.000528395	0.001470879	0.004282522	0.003121535	0.001828268	0.001916068	0.003810844	0.002938844	0.00467614	0.003651981	0.007531198	0.003944648	0.004875799
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus anginosus	0.005519795	0.001658416	0.00641336	0.002662468	0.000585009	0.001289848	0.002426762	0.00282221	0.000963996	0.002438631	0.002237334	0.002770222	0.001286723	0.004604672	0.00666106	0.004327337	0.002798284
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus acidominimus	0.021624608	0.006618017	0.013496128	0.010544776	0.001792769	0.003824285	0.008208167	0.008466629	0.003756261	0.005269186	0.007080795	0.011273599	0.009226745	0.008362507	0.015032392	0.00947893	0.006402136
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus equi	0.009178012	0.00143938	0.003606165	0.003713443	0.001453086	0.002873871	0.00292639	0.004938867	0.001396132	0.004136964	0.001745613	0.004408266	0.002290995	0.007912626	0.009061442	0.006329099	0.002989077
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus dysgalactiae	0.005454856	0.002143424	0.003908479	0.0040988	0.002094709	0.002738097	0.002545721	0.004019511	0.001130202	0.002641851	0.001598096	0.003011111	0.001286723	0.005266262	0.008251313	0.004592276	0.0024167
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis	0.011234406	0.001627125	0.003865291	0.002872663	0.00135873	0.00124459	0.003140516	0.002394602	0.002426611	0.002177349	0.001966887	0.003107466	0.002667596	0.005663217	0.004170664	0.003974085	0.002713488
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pyogenes	0.010628311	0.003676676	0.008983023	0.004168865	0.001471958	0.002398664	0.00518661	0.004340217	0.003058194	0.0036144	0.005040149	0.006744888	0.004581989	0.006351271	0.009541518	0.005328218	0.00532098
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus agalactiae	0.010476787	0.001908742	0.007557831	0.001156072	0.00090582	0.001221961	0.002831223	0.001475246	0.001362891	0.00207574	0.002188162	0.002192089	0.002353762	0.004048935	0.004260678	0.004562839	0.00290428
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudoporcinus	0.00889661	0.001173407	0.003562978	0.003643378	0.000717108	0.001606652	0.001118214	0.002629786	0.000664825	0.001364472	0.000786755	0.0008672	0.000470752	0.002328799	0.003000477	0.001795698	0.001271947
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gallolyticus	0.008528624	0.002597141	0.006715673	0.002312144	0.00060388	0.001154074	0.003473601	0.002565645	0.003556813	0.001654786	0.002876573	0.0026016	0.002855897	0.002752218	0.005580888	0.002884892	0.004027834
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus equinus	0.00820393	0.001564543	0.004232386	0.003783508	0.001490829	0.000927785	0.001403715	0.002031136	0.000947375	0.001858005	0.001671854	0.001854844	0.001035655	0.002566972	0.003840611	0.004592276	0.002437899
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis	0.007273141	0.001861806	0.0048802	0.005149774	0.002509876	0.002557066	0.003307058	0.002886351	0.001628821	0.003962776	0.001966887	0.003348355	0.003044198	0.008071407	0.006331007	0.007182791	0.003010276
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pantholopis	0.006970094	0.001564543	0.002137787	0.005254872	0.000509524	0.001357734	0.001831968	0.00168905	0.00108034	0.001335441	0.000983444	0.001710311	0.001631941	0.002725754	0.003840611	0.001677947	0.002162311
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus cristatus	0.00595272	0.002628432	0.003714134	0.003643378	0.001773898	0.002104488	0.002402971	0.004810585	0.001113582	0.002801523	0.001475166	0.002577511	0.001569174	0.003784299	0.006691065	0.004651152	0.002565094
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus uberis	0.005411563	0.001142116	0.002634444	0.002312144	0.001132275	0.00226289	0.001950927	0.00282221	0.000631584	0.001887036	0.001303063	0.001878933	0.000941505	0.003678445	0.004800764	0.003797459	0.001229549
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus mitis	0.005368271	0.003176022	0.008248833	0.002907696	0.001000176	0.001312476	0.006281032	0.002608406	0.002825506	0.00230799	0.004081291	0.003324266	0.003012815	0.003969545	0.003690587	0.004474526	0.004261024
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus urinalis	0.005346625	0.001455025	0.004275573	0.005324937	0.001151146	0.00330382	0.00292639	0.003442241	0.00187813	0.00230799	0.005138493	0.001927111	0.001883009	0.003943081	0.002340372	0.004268462	0.003985435
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus salivarius	0.005108516	0.002127778	0.004793825	0.002627436	0.000981305	0.00124459	0.002521929	0.003185676	0.00267592	0.001814458	0.004646772	0.002505244	0.006276698	0.004022472	0.002340372	0.00353252	0.004473015
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus mutans	0.004978638	0.001908742	0.002936757	0.009073412	0.001641799	0.002783355	0.002379179	0.006627917	0.000963996	0.001945099	0.001647268	0.002168	0.001318106	0.001958309	0.002730434	0.002796579	0.002077514
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus iniae	0.004892053	0.000891789	0.001921849	0.003012793	0.001490829	0.002036601	0.001213381	0.003292578	0.000481998	0.001437051	0.000860513	0.000987644	0.000313835	0.001773063	0.002520401	0.002178388	0.001017558
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gordonii	0.00474053	0.002956986	0.004923387	0.007672113	0.003528924	0.003439593	0.004068396	0.005451996	0.002193922	0.003396665	0.002925745	0.004143288	0.001914393	0.00743628	0.007891255	0.007477168	0.004324621
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus chenjunshii	0.004610652	0.001063889	0.005204107	0.001716591	0.000622751	0.001199332	0.003378434	0.003142915	0.001529097	0.002656366	0.002729056	0.002553422	0.002447912	0.003255027	0.005580888	0.003355894	0.002543895
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus porcinus	0.00456736	0.001752288	0.003303852	0.004834482	0.00075485	0.001493508	0.002712264	0.003249817	0.001229926	0.002264443	0.002384851	0.003396533	0.001883009	0.002355263	0.007111131	0.002973205	0.002331904
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pneumoniae	0.004480775	0.00236246	0.007601019	0.005359969	0.001604056	0.003530109	0.002688472	0.004425738	0.001811648	0.002801523	0.003097848	0.004649155	0.003012815	0.005001626	0.004440707	0.004032961	0.003773444
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus	0.004264312	0.003254249	0.004059635	0.012611692	0.004491358	0.004933101	0.004591815	0.015073166	0.002975091	0.005443374	0.00427798	0.007587999	0.005900096	0.008627144	0.01125179	0.00871355	0.004494214
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus ratti	0.004004557	0.000563235	0.002267349	0.001996851	0.001075661	0.001289848	0.001189589	0.002116657	0.000714687	0.001553176	0.000885099	0.001348978	0.000878738	0.003704908	0.004290683	0.002943767	0.001547536
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus halotolerans	0.003723156	0.000844853	0.002915164	0.003012793	0.001924868	0.000814641	0.001451299	0.006157549	0.000598342	0.002220896	0.001376821	0.001445333	0.001161189	0.001878918	0.002550406	0.001413008	0.001250748
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pluranimalium	0.003723156	0.000891789	0.002094599	0.001856721	0.001471958	0.001131445	0.001760592	0.003185676	0.00132965	0.002380569	0.002556954	0.003011111	0.002542063	0.004313572	0.004740754	0.003326457	0.00192912
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus canis	0.003268584	0.001752288	0.00261285	0.001891754	0.001019048	0.004231605	0.003616352	0.002309081	0.001296409	0.001872521	0.002089818	0.004335999	0.00197716	0.007912626	0.00597095	0.005652033	0.00362505
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sobrinus	0.002857306	0.000672753	0.001857067	0.00437906	0.002226808	0.00226289	0.001665425	0.003164296	0.000880893	0.002496694	0.000811341	0.002360711	0.00125534	0.005345653	0.005160821	0.003826897	0.001420341
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus australis	0.002294503	0.001079535	0.001965036	0.002697501	0.00075485	0.001493508	0.001427507	0.0022877	0.000980617	0.00053708	0.00270447	0.001565778	0.004111237	0.001349645	0.000660105	0.001236382	0.001081155
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus merionis	0.002099687	0.000829208	0.001857067	0.006621138	0.002623104	0.002398664	0.00159405	0.002929112	0.00081441	0.002888617	0.000958858	0.002336622	0.000878738	0.00627188	0.005070807	0.004503963	0.001335545
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus himalayensis	0.001796639	0.000704044	0.001749098	0.00395867	0.001868254	0.001335105	0.001118214	0.002180798	0.001013858	0.001712848	0.000811341	0.001662133	0.000439369	0.002381727	0.00465074	0.002119512	0.001038757
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parauberis	0.001190544	0.001282925	0.002180974	0.003503248	0.000735979	0.002036601	0.001784384	0.001945614	0.000880893	0.0012048	0.001721027	0.001710311	0.000847354	0.002222945	0.002550406	0.00214895	0.001526337
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus lactis	0.015823412	0.003942648	0.010192276	0.008582957	0.002453263	0.005657226	0.006209657	0.006072027	0.002426611	0.004674044	0.005138493	0.004817777	0.003389417	0.010955943	0.01332212	0.009508367	0.004875799
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus garvieae	0.005476502	0.00164277	0.005182513	0.01611494	0.001170018	0.001878199	0.003544976	0.016313228	0.001728545	0.005298217	0.002974917	0.006094488	0.003954319	0.005927853	0.006721069	0.005357656	0.003476656
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus cremoris	0.004112788	0.001971324	0.005160919	0.004168865	0.000886949	0.002081859	0.004139771	0.003142915	0.002725782	0.002191865	0.0037125	0.003516977	0.002259611	0.004260645	0.003930625	0.004003523	0.003731046
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus raffinolactis	0.002489319	0.000844853	0.003476602	0.001611494	0.000773721	0.001131445	0.001855759	0.002159418	0.000764549	0.001059643	0.001598096	0.001638044	0.001380873	0.001614281	0.002790444	0.002207825	0.001844324
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus taiwanensis	0.002013102	0.000844853	0.001965036	0.001296202	0.000528395	0.001312476	0.000618586	0.001346964	0.000465377	0.001175769	0.000614652	0.000963555	0.000659053	0.003255027	0.003870616	0.002207825	0.000763168
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus allomyrinae	0.002013102	0.001329862	0.002699226	0.002136981	0.000868078	0.002511808	0.001974718	0.001795952	0.000947375	0.001248347	0.001794785	0.001541689	0.001380873	0.003519663	0.003210511	0.003149831	0.001293147
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus piscium	0.001320421	0.000766626	0.001965036	0.001506397	0.000188713	0.001538765	0.001475091	0.002159418	0.000415516	0.001349957	0.000835927	0.001878933	0.00072182	0.002778681	0.005250835	0.003238144	0.001102354
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium sp. 17-4	0.004177727	0.001314216	0.00306632	0.003923638	0.00075485	0.001357734	0.001903343	0.002758069	0.00079779	0.001843489	0.001204719	0.002553422	0.001098422	0.003228563	0.002460391	0.002178388	0.001801926
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium maltaromaticum	0.006905155	0.002127778	0.007082768	0.00479945	0.001113404	0.002919129	0.002807431	0.003185676	0.001462615	0.003207962	0.002630712	0.002697955	0.002134077	0.004101863	0.004830769	0.003620833	0.002946678
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium divergens	0.005757904	0.002159069	0.005139325	0.0040988	0.000641623	0.001810312	0.003116724	0.003335339	0.001961233	0.002162834	0.003982947	0.003155644	0.002479296	0.003757836	0.005940945	0.003503083	0.002734687
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium inhibens	0.00225121	0.001001307	0.002418506	0.003187956	0.001339859	0.002172375	0.001451299	0.00226632	0.000963996	0.001770911	0.000934272	0.0017344	0.000847354	0.003387345	0.002460391	0.001884011	0.001505138
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca ciconiae	0.006731985	0.001282925	0.002764007	0.003152923	0.001113404	0.001946086	0.002117469	0.003057394	0.0016122	0.001959615	0.002434023	0.002649777	0.001600558	0.003202099	0.006691065	0.003149831	0.002035116
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca arthritidis	0.004199373	0.000750981	0.003886885	0.001331234	0.000830335	0.000701496	0.002593305	0.001047638	0.000681446	0.001146737	0.001155546	0.001156267	0.000878738	0.003255027	0.003870616	0.002708266	0.001335545
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca dankookensis	0.004112788	0.001705352	0.002634444	0.003047826	0.002755203	0.001742426	0.002498138	0.002330461	0.00079779	0.002177349	0.000958858	0.001830755	0.000690437	0.005239799	0.004080649	0.004474526	0.001632333
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca porci	0.003571632	0.000750981	0.002720819	0.001786656	0.000717108	0.000814641	0.002165053	0.001475246	0.00106372	0.001524145	0.002679884	0.003637422	0.001631941	0.003069781	0.002040325	0.002884892	0.00169593
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum|s__Dolosigranulum pigrum	0.007229849	0.003238604	0.008356802	0.005990554	0.001113404	0.00310016	0.005924155	0.004938867	0.002493093	0.002583788	0.005925248	0.004865955	0.003389417	0.005054553	0.006331007	0.006152473	0.004430617
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus sp. 15R	0.002987183	0.000970017	0.002764007	0.00339815	0.000962434	0.001900828	0.001760592	0.00226632	0.000914134	0.001408019	0.001671854	0.002794311	0.001726092	0.003255027	0.00270043	0.002325576	0.001992718
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus urinae	0.002446027	0.001157762	0.001749098	0.002277111	0.000339683	0.000905156	0.0017368	0.00226632	0.000847652	0.001335441	0.001450579	0.002697955	0.002008543	0.003334417	0.00396063	0.002325576	0.001823125
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus christensenii	0.001796639	0.00071969	0.001144472	0.005324937	0.000207584	0.000769383	0.000904088	0.002672547	0.000747928	0.001001581	0.001425993	0.002336622	0.001475024	0.001217327	0.002820449	0.001118631	0.001165952
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sanguinicola	0.000714326	0.000672753	0.00062622	0.001996851	0.000660494	0.001131445	0.000832713	0.001539387	0.000648204	0.001219316	0.000811341	0.001638044	0.00125534	0.003757836	0.003690587	0.002355014	0.001038757
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. V3	0.010823127	0.005397673	0.008421584	0.00763708	0.005265079	0.00371114	0.005305569	0.004468499	0.002975091	0.003904713	0.003663328	0.004143288	0.003671868	0.011749852	0.006991112	0.008419174	0.00652933
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Cs-700	0.007944175	0.000641463	0.003778916	0.000875812	0.000245326	0.000497836	0.002188844	0.000534509	0.000781169	0.000551595	0.001081788	0.001156267	0.000784587	0.000926227	0.001650263	0.00138357	0.001250748
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. DSL-17	0.007576189	0.00253456	0.004729043	0.005850424	0.001339859	0.002783355	0.003830478	0.004276075	0.004387844	0.002627335	0.003909189	0.003709688	0.003828785	0.003307954	0.003090492	0.003444207	0.004981794
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. S3	0.007208203	0.002581496	0.005009763	0.00367841	0.002075838	0.003122789	0.00333085	0.004233315	0.003772881	0.003193446	0.005187666	0.004215555	0.002730363	0.008177262	0.007321165	0.005916972	0.004091431
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. PAMC26568	0.006623754	0.001189053	0.004232386	0.004554222	0.001037919	0.001832941	0.00199851	0.00224494	0.000997237	0.001553176	0.001671854	0.002432977	0.001537791	0.002805145	0.002790444	0.003267581	0.002119912
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. OxB-1	0.00629906	0.002816177	0.00306632	0.003047826	0.002887301	0.001063558	0.00333085	0.003057394	0.003058194	0.001770911	0.002606126	0.0026016	0.002573446	0.005054553	0.004860773	0.003326457	0.002289505
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Y1	0.006082597	0.001720997	0.005981484	0.007356821	0.002679718	0.003326449	0.003235683	0.004596781	0.001047099	0.004746622	0.002409437	0.003420622	0.001820242	0.005927853	0.008911418	0.006093598	0.002840683
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. CS13	0.00595272	0.001001307	0.002569663	0.001436332	0.000471781	0.001018301	0.001950927	0.001368344	0.00079779	0.001683817	0.001598096	0.003059289	0.001788859	0.003704908	0.004950788	0.003738584	0.001399142
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. THAF10	0.005822842	0.001689706	0.002504881	0.004589255	0.001377601	0.002919129	0.002545721	0.005409235	0.00079779	0.002235412	0.001598096	0.002143911	0.001569174	0.002778681	0.007111131	0.005092717	0.001907921
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-42376	0.005714611	0.001752288	0.002979945	0.003258021	0.001585185	0.001425621	0.00226022	0.002522884	0.001911372	0.002438631	0.003392881	0.005564533	0.00549211	0.004869308	0.008221308	0.005063279	0.003095072
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-18017	0.00560638	0.001361152	0.00261285	0.002942728	0.00135873	0.002013972	0.002569513	0.002501504	0.001678683	0.002337022	0.002114404	0.0036856	0.002385145	0.005133944	0.009841566	0.006181911	0.00218351
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NSP9.1	0.005346625	0.004490238	0.006478141	0.010544776	0.006019929	0.005657226	0.005424528	0.003869848	0.003872605	0.003643431	0.003909189	0.005998133	0.005115508	0.010664843	0.004830769	0.00997937	0.005342179
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. HD4P25	0.005324978	0.00236246	0.008788678	0.002662468	0.001434215	0.001832941	0.005353152	0.00339948	0.002243784	0.002467663	0.00572856	0.0036856	0.0034208	0.004101863	0.00465074	0.004945529	0.004706206
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-22090	0.004762176	0.002159069	0.004642668	0.005465067	0.00166067	0.00269284	0.00333085	0.00399813	0.00132965	0.002772492	0.002556954	0.003492888	0.002667596	0.004287108	0.004410702	0.004091836	0.002437899
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. N1-1	0.004415836	0.000938726	0.003195883	0.001856721	0.000547266	0.000973043	0.001713009	0.002330461	0.000299171	0.001524145	0.001278477	0.001806666	0.000690437	0.001799527	0.003900621	0.002119512	0.001335545
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. 1NLA3E	0.004242666	0.001251634	0.003001539	0.004449125	0.002679718	0.002398664	0.002165053	0.003891229	0.001196685	0.002351537	0.002679884	0.003203822	0.001757475	0.003757836	0.003630578	0.00479834	0.002289505
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. KH172YL63	0.003744802	0.000860499	0.003023133	0.002627436	0.001320988	0.000837269	0.001522674	0.001411105	0.000897514	0.001335441	0.00100803	0.0028184	0.001631941	0.00415479	0.002760439	0.003650271	0.001187151
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. X1(2014)	0.003485047	0.000891789	0.002591256	0.002172014	0.00120776	0.001312476	0.002212636	0.003442241	0.001396132	0.001785427	0.001966887	0.003637422	0.001380873	0.00328149	0.004080649	0.002355014	0.001823125
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. SB49	0.003420108	0.001220344	0.002116193	0.002662468	0.000566138	0.000859898	0.001046839	0.001411105	0.001196685	0.001161253	0.001917715	0.001373067	0.001851626	0.002646363	0.004830769	0.002090075	0.002268306
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FJAT-45348	0.003052122	0.001924388	0.00261285	0.002907696	0.000981305	0.001606652	0.002902598	0.002052516	0.002227163	0.001030612	0.002114404	0.003083377	0.002542063	0.003890154	0.002760439	0.002826016	0.002565094
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. M4U3P1	0.002294503	0.000891789	0.002288943	0.001681559	0.00045291	0.001199332	0.001260965	0.001795952	0.00108034	0.001408019	0.001622682	0.002577511	0.001757475	0.002937463	0.003480554	0.002708266	0.001123554
